name,Background,Hat,Hair,Glove,Sunglasses,UpperClothes,Dress,Coat,Socks,Pants,Jumpsuits,Scarf,Skirt,Face,Left-arm,Right-arm,Left-leg,Right-leg,Left-shoe,Right-shoe
102220_422763,0.8870145796430031,,0.9927374301675977,,,0.9737838942635236,,,,0.8598310396511787,,,,0.9949856928736885,0.9799291456601716,0.9835127401553345,0.951628287232593,0.9902030249352772,,
102225_1233826,0.9620500956533345,0.991368954931708,,,,,,0.9561329358900209,,0.9192507896961338,,,,0.9953285580815945,0.9891889487031188,0.9916358944699025,0.9499933265115451,0.9759754415624861,0.9876318013969836,0.9788672865595942
10230_473553,0.964289320453704,0.988960317727441,,,,0.9823297768503247,,,,0.9811966387308853,,,,0.9813537073811046,0.980007404664939,0.9783694030269373,,,,
102349_900100102349,0.9217395814125023,0.9975394154527014,,,,,,0.9719366586760095,,0.9773303522035773,,,,0.9979888899133321,0.9978275401069518,,,,0.9963696293564448,0.9971014659782408
102405_475787,0.9345366379310345,,0.9830953663793104,,,0.937567349137931,,,0.9923895474137931,0.9840045797413793,,,,,0.9530239762931034,0.9791891163793104,0.9652478448275862,0.9660223599137931,0.9786503232758621,0.973700161637931
102432_2153643,0.9493589743589743,,0.9910683760683761,,,0.9083760683760683,,,,0.8254273504273504,,,,0.9926068376068377,0.9946581196581197,0.9298717948717948,0.9432905982905982,0.9534188034188035,,
102461_1207861,0.6608955223880597,0.9807628524046434,,,,,,0.7696849087893864,,0.6892205638474295,,,,0.9957545605306799,,,,,,0.9473963515754561
102550_1742423,0.8728239397493672,,0.9602830421630965,,,0.9230585221309957,,,,,,,,0.9821748256065189,0.9883094635471326,0.9713716896104698,,,,
102555_198193,0.9596498637079126,0.9914641481424604,0.9981123865832278,,,0.9817317413393737,,,,0.9787051611829897,,,,0.9939276436185869,0.9656582331938419,0.9958536491726494,0.9662597100113897,0.9941771925109738,0.9946059047107152,0.9920272328227179
102588_1250988,0.9587047672738804,0.9951728268912301,,,,,,,,,0.7892075684436771,,,0.994591452027765,0.9591804376167155,0.9461963989993305,0.9816074134103802,0.9778725203481202,0.9811141256474402,0.99524329657165
102655_900100102655,0.9161551005993372,0.9964372150031681,,,,,,0.9800567137203577,,,,,,0.9920330726164137,,,,,,
102684_422804,0.9420180722891566,0.9900696536144579,0.9996470256024096,,0.9920698418674698,0.8687876506024096,,,,0.9683028990963856,,,,0.9956701807228916,0.9568429969879518,0.9529367469879518,,,0.9824924698795181,0.9817394578313253
10275_558741,0.9604955680902498,,0.993593875906527,,,,,0.6890008058017728,,,,,,0.9889202256244963,0.8047945205479452,0.8797139403706689,,,,
102771_443055,0.9472192513368984,,0.9889839572192514,,,,,0.8668983957219252,,0.9879679144385026,,,,0.9882352941176471,0.9690196078431372,0.9183422459893048,,,0.9846880570409983,0.9906773618538325
102787_495805,0.9349558163117485,0.9836061615722632,,0.9876140808344198,0.9983582017480322,,,0.8462262784296682,,,0.7176589888454296,,,0.9916702882804578,0.9002366121010189,0.9799362595972766,,,,
10321_1256012,0.883354728284125,0.9914705462844102,,,,,,0.8428184281842819,,0.9588646412779918,,,,0.9943802595920697,0.9780630437883326,0.9877620881471972,,,,0.9881899871630295
103250_524128,0.9805446101885731,,0.9951097663945961,,,0.9751442443005911,,,,0.9802103855896426,,,,,0.9862792006754855,0.9842210807768084,0.989797354348438,0.9929285111173656,,
103252_482942,0.8430230934629025,,0.9883694954064394,,,0.9056016307838374,,,,0.9748122085392756,,,,0.9889140208315881,0.9079752031498701,0.9248136047583145,0.9678729999162269,0.9757616374856888,,
103315_467491,0.8874375100790195,0.9841154652475407,,,,0.960732139977423,,,,0.9514997581035317,,,,0.9783502660861152,0.9891146589259797,,0.9789146911788421,0.9758506692468957,0.9713755845831318,0.9731898080954685
103356_1317396,0.7919813016900396,0.9430061129090256,0.9460625674217907,,,,,0.6468896080546566,,0.9715929521754765,,,,0.9838187702265372,0.9857964760877382,0.9514563106796117,,,,
103366_451759,0.9655216556432686,,0.9945380840622999,0.9717089822914444,0.9959889054832516,,,0.9109451674845317,,0.9800725410710476,,,,0.9872413057392788,,0.9522082355451248,,,,
103413_497545,0.9453287197231834,,0.9937139561707036,,,0.9542675893886966,,,,0.9830161476355248,,,,0.9942618223760092,0.9748125720876586,0.9805219146482123,,,0.9723615916955017,0.9775086505190311
103512_2151040,0.8043375766148043,0.99499057048562,,,,,,0.8572017916077322,,0.8521334276284771,,,,0.9963460631777463,0.9609264497878359,,0.9966996699669967,0.9839108910891089,0.9956977840641207,0.9743635077793493
103549_201636,0.923157405254592,0.9912665659149035,,,,,,0.9192193675889329,,,,,,0.995219135084864,0.9542402929551267,0.9825040688212043,0.8440043013252732,0.9677836549639619,,
103579_476882,0.9665271966527197,,0.9926955535068435,,,0.987766825047869,,,0.9926246365505993,0.9905680448195163,,,,0.9959577334940785,0.9982625345720162,0.9978015743564286,0.9973051556627189,0.9957449826253457,0.996737820012765,0.9931210552443089
10358_429293,0.951843895452918,,0.9895810955961332,,,0.9728607232366631,,,,0.9875760830648048,,,,0.9909058360186179,0.9944862155388471,0.9842105263157894,0.9933046902971715,0.9939849624060151,0.9950232724668815,0.9940565699964197
103613_427272,0.943321718931475,,0.9961801522777133,,,0.9774293457220287,,,,0.9783068783068783,,,,0.9806942831333075,0.9902051877661634,,0.945954316686024,0.9490514905149051,0.9829397341592464,0.9708091366627952
103687_446851,0.6766978922716628,,0.9692037470725995,,,,,0.6947306791569087,,,,,,0.9751756440281031,0.9782201405152224,,0.8495901639344262,0.8714285714285714,0.9742974238875878,0.9381733021077283
103855_488115,0.9743604418245293,0.9705688776970183,,,,0.672609168431294,,,,0.9768356893492818,,,,0.9967521318605849,0.9983546042465519,0.9983116808790705,,,0.9958793567217994,0.998497682138156
103932_461359,0.9492662294661739,,0.9921816589408925,,,0.9725717215303441,,,,0.9833806848524982,,,,0.9797064917864696,0.9812445260931792,0.9771217396876936,,,,
10393_207348,0.9179386762189906,,0.9940453913601369,,,0.7831012082976904,,,0.9658094525235243,0.9661636548331908,,,,0.9939651946107785,0.9958832335329342,,0.9986567044482464,0.9948540419161677,0.9783936591103507,
104021_1221482,0.9621506126542537,,0.9904722452361227,,,0.9925216936292679,,,,0.9541708455064754,,,,0.9879649413508917,0.9899925871015567,0.9783499760170933,0.9546941089260018,0.9632407447782672,0.9787642262242183,0.9814023459643308
104091_478923,0.7651280607936954,0.9937552772305094,,0.9705530537573881,,,,0.9033739093723614,,0.8921685899240078,,,,0.9890937236138474,,,,,0.9889705882352942,0.9682838446383338
104188_210735,0.8536757301107755,,0.9905337361530715,,,0.9766616314199396,,,,0.7547331319234643,0.9922205438066465,,,0.9931017119838872,,0.912134944612286,0.913821752265861,0.8893001007049346,,
104340_470299,0.899241173482347,,,,,0.980251460502921,,,,0.9345075565151131,,,,0.9909909194818389,0.992237109474219,0.9887684150368301,,,0.9835693421386843,0.9822120269240538
104344_541152,0.9327323299074823,,0.9838439232241137,,,0.7487621565107608,,0.7610715483400075,,0.9787544631408676,,,,0.966070266111692,0.970863827352889,0.9700155840056812,,,,
104444_440104,0.973203125,0.9915885416666667,0.993359375,,,,,0.8272135416666667,0.9944791666666667,0.863984375,,,,0.9953125,,0.9986979166666666,,,0.975,0.9786197916666667
104453_480966,0.8779644268774703,0.9951715774344233,,0.9891154629296922,,,,0.9155812073302192,,0.9699140615642592,,,,,,,,,0.9858141693616002,0.9713813031500779
104486_2004620,0.6561679790026247,,,,,0.952263779527559,,,,0.8657316272965879,,,,,0.7572998687664042,,,,0.9528379265091863,0.9674786745406824
104505_428083,0.9387948544346648,,0.9804816713415224,,,,,,,,,,0.8357964986942644,0.9916819808492118,0.9483025437663217,0.9947480413966534,0.9527517168004642,0.9507592610503918,,
104689_511815,0.9015714285714286,0.9954285714285714,,,,0.9662857142857143,,,0.9718571428571429,0.9677142857142857,,,,0.9952857142857143,0.9857142857142858,0.9527142857142857,0.9738571428571429,0.959,0.9815714285714285,0.991
105047_427469,0.8324309185959672,0.9805358476474981,,0.9796023151605676,0.9980395817774459,,,0.8693054518297236,,0.9630321135175504,,,,0.9919716206123973,,,,,0.9720407020164302,0.9891243465272591
105063_475742,0.9254255319148936,,0.9922473404255319,,,0.9591090425531915,,,,0.987872340425532,,,,0.9816223404255319,0.9615292553191489,0.9758909574468085,,,,
105228_2198205,0.9598525322585685,,0.9968756834442466,,,0.9802230762020808,,,0.9981566532321055,0.9824100977911082,,,,0.999125191364389,0.9589777236229575,0.9603836660730465,0.9648201955822164,0.9678507826412972,0.9711938013559533,0.9802543193676383
105264_187569,0.9087150575522669,,0.9954428000939629,,,,,,,0.9398637538172422,,,,0.9964294103828988,0.9843551797040169,0.9126614987080104,0.9054733380314776,0.9091848719755696,,
105282_451822,0.8379576107899808,,0.9576589595375723,,,0.9171483622350675,,,,,,,,0.9582369942196531,0.940655105973025,0.9729287090558767,,,,
10534_459476,0.9378598247809762,,0.986842928660826,,,,,0.8217459324155194,,0.9260325406758448,,,,0.9947434292866083,,,,0.9928347934918649,0.9636107634543178,0.9946964956195244
105358_451639,0.9589197044931573,,0.9976747002543297,,0.9946954099551896,0.9550684267893909,,0.9561099673004724,,0.980792055225869,,,,0.9882523919098947,0.991304347826087,0.9947922974445925,,,0.9940414194017198,0.9925881070606758
105452_429721,0.9264428881912582,0.9898575223375996,,,,,,0.6354503743057233,,0.952233759961362,,,0.9881188118811881,0.9966674716252113,0.9979715044675199,0.9957981163970056,,,,
105470_2158075,0.8383157894736842,,0.9391315789473684,,,,,0.6640789473684211,,,,,0.9333684210526316,0.9884473684210526,0.9778684210526316,0.9527631578947369,,,,
105472_443534,0.9654887168288002,,0.9935808351531996,,,0.98868374032162,,,,0.9679703527231818,,,,0.9893785983720469,0.988419032492886,0.9835881146184898,,,0.9632717887631527,0.9767057110714049
105480_2163551,0.8843687636994144,,0.994557038636438,,,0.9437342558968823,,,,0.9639848529459875,,,,0.9922588085189911,0.9793731802270422,0.9887623908136225,,,,
105545_2155923,0.947,,0.9806551724137931,,,0.9776551724137931,,,,0.983,,,,0.9882413793103448,0.9537241379310345,0.9440344827586207,,,0.9769310344827586,0.9725172413793104
105605_436333,0.9081181252989,,0.986748764546469,,,0.9672206280886338,,,,0.9603459269886816,,,,0.993065518890483,0.9897975450342739,0.9932448589191775,,,,
105633_509287,0.6173280096109678,,0.9853715416416381,,,,,0.7013179746298718,,0.9836048196176813,,,,,,,,,0.9843821773082223,0.9883043002014064
10591_1247286,0.8849599448703592,,0.989017141872685,,,0.9161857179774313,,,0.9929795848048928,0.9777327935222672,,,,0.9965113274183823,,0.9872512705659402,0.9412955465587044,0.9326384701524679,0.9777327935222672,0.9725213196657766
106001_446139,0.9674118925632665,,0.9942866014594007,,,0.991492004347151,,,,0.9933550690886508,,,,0.9931221859959634,0.9951405061325881,0.9941934482223257,0.9940071417481757,0.9964601769911504,,
106025_2158460,0.866964234620887,,0.9901344778254649,0.9929842632331902,,,,0.9433361945636624,,0.9134191702432046,,,,0.9932703862660944,,,,,,
106206_447562,0.9193828141938282,,0.9895569848955699,,,0.9562766495627665,,,,0.9802341548023416,,,,0.9837392498373925,,0.9948688299486883,0.9940015899400159,0.9972898749728988,0.990713304907133,0.9944713449447135
106575_426913,0.918131001661457,,0.988074117878967,,,0.9404691504041002,,,,0.9965574047478246,,,,0.9919813578891048,0.9812311678071584,0.9934175325955338,,,,
106637_431954,0.7507867344468652,0.9791817961752602,,,,0.9258048898571775,,,,0.8038005325587025,,,,0.9904381505688695,,0.952553861050593,0.9797869765190027,0.9918905833938514,0.9469862018881626,0.9531590413943355
106739_208159,0.932864407899082,,0.9938907601875702,,,,,0.8243180767452613,,0.9751337428175153,,,,0.9903242850538273,0.9904068423485899,,,,0.981110890958325,0.9820850670365233
106810_198201,0.9163564524555904,,0.9968815308254964,,,0.9737787356321839,,,,0.9508718652037618,,,,0.9924242424242424,0.993844696969697,0.9934691745036572,,,0.9979264629049112,
106851_453644,0.9219929154474049,0.9925304173725551,0.9985676882796858,,,0.9516402279377791,,,,0.9793469890651471,,,,0.9962267056830433,0.9854304635761589,0.9791775758509164,,,0.9901278299707377,0.9943015555213307
107094_448985,0.9213889699445579,0.9919074020036961,,0.9467950588464157,,,,0.961735239762669,,0.9817916545083163,,,,0.9968096488668418,0.9947086859254937,0.9968485555879778,,,0.9833284699931913,0.9915572415134715
107105_1223297,0.9346893077066617,,0.9904832991229707,,,0.971947502643528,,,,0.9417179822106114,,,,0.9859426509921005,0.9841388318716179,,,,0.983205821981713,0.9896746905517199
10710_428800,0.7297524481990502,0.9919934434497542,,0.992813012230488,,0.9008742066994494,,,,0.796620854873282,,,,0.9941369310301349,0.9930231580717017,0.9815071659731854,0.918316311520195,,0.9965115790358509,
10711_1272196,0.961629279811098,0.9964580873671782,,,0.9824720733811643,0.9574516392698211,,,,0.8815729724820633,,,,0.9956861320497684,0.9847879393333939,0.9952774498229043,0.9510035419126328,0.9524566342748161,0.9911452184179457,0.997002997002997
107212_1282003,0.8009669128146546,,0.8945167475827179,,,,0.48390518542695116,,,,,,,,,0.9715025906735751,,,,
107227_206584,0.939641607365133,0.9903708400854881,,,,0.9885859226379201,,,,0.9566922661405858,,,,0.9949035909720755,0.9848869160853942,0.9860612038798469,,,,0.9881044646421945
107233_421735,0.951299994310747,,0.9163964271491153,,,0.3828867269727485,,,,,,,,,,,,,,
107389_433577,0.959513917091,0.9934293419970218,,,,0.9954807201691085,,,0.9978340778690659,,,,0.9948767611133673,,0.9443316360001249,0.9374694115564441,0.9493611571022461,0.9499026376349796,0.9884622994179084,0.9854216779648662
107428_206468,0.9503638786387864,,0.9793716687166871,,,,,0.8207513325133251,,0.9772703977039771,,,,0.9956180811808119,0.9263530135301353,0.9527470274702747,,,,
107584_455643,0.8511309264897782,,0.9952153110047847,,,,,,,0.9215238509496883,,,,0.9932579382340148,0.9874583152095113,0.9794838335508192,0.9679570827896187,0.9847397419167754,,
107628_501962,0.941910839212013,0.9556098703275473,0.9956678277668823,0.9770365600210754,,0.8475104645376577,,,,0.9203085209144396,,,,0.9876767262828205,,,,,0.9810760179141176,0.9744899452624184
10764_471070,0.9744099171980585,0.9846530884172456,,0.9914223850766156,,0.9793827924240982,,,,0.9777767202817169,,,,0.9881150661463786,0.9929927667269439,0.9921956790710955,,,0.9903992576377653,0.9802988483867897
107661_456735,0.9702458376690947,0.995496227887617,,,,0.9936752081165453,,,0.9930573621227887,0.9943255723204995,,,,0.9904884235171696,0.9942930541103018,0.9782615764828304,0.9863260926118627,0.9676931581685744,0.9944719042663892,0.9888137356919875
107672_238498,0.9682804232804233,0.996031746031746,0.9867195767195768,,,,,0.8682539682539683,,0.9783597883597883,,,,0.9933597883597883,0.8741534391534391,,,,0.9953439153439153,
107782_463132,0.9703941782396381,,0.9963096268622716,,,0.9941848665708523,,,,0.9932612378281885,,,,0.994350539887922,0.9944209510476767,0.9926689557196642,0.9969433273000634,0.9957007774220403,0.9972166882732284,0.9876614797112314
107843_502289,0.7846628679962013,,0.9823915796138019,,,,,0.897119341563786,,0.8478157644824311,,,,0.9810857866413422,,,0.9146090534979424,0.9414371636593859,,0.9538224121557455
107963_473586,0.9069740729632632,,0.9907407998264299,,,0.9364937559425431,,,,0.9682404967168446,,,,0.9806584178317773,,,,,,
107974_504375,0.9317130374469972,,,,,0.7575491058340662,,,,0.9844119813229795,,,,,0.9939149523421356,0.9986557121507891,,,,
108144_488370,0.9090024167561761,,0.9912728249194415,,,,,0.8993018259935553,,0.9619360902255639,,,,0.9961734693877551,0.953343179377014,0.9652591299677766,,,0.9842239527389903,0.9942937701396348
10837_456429,0.8600103734439835,,0.9799792531120332,,,0.8798755186721992,,,0.9338174273858921,0.8987033195020747,,,,0.9697614107883817,,0.950414937759336,,0.9830394190871369,0.975259336099585,0.9738070539419087
108451_1723596,0.630072463768116,,0.8235507246376812,,,0.40398550724637683,,,,0.8778985507246376,,,,0.9456521739130435,0.933695652173913,0.9568840579710145,,,,
108484_185284,0.9528312336988812,,0.9895270032123904,,,0.9758718266316224,,,,0.9871806491243971,,,,0.994562097821818,0.9892248975358247,0.98662678871736,,0.9953576427701076,,
108575_1290849,0.8210750116271344,,0.9879520740593094,,,0.6358602972117025,,,,0.8963966956791354,,,,0.964011250636724,0.9729586074015015,0.9836998649037716,,,,
108598_439941,0.7483552631578947,,0.997624269005848,,,0.8075657894736842,,,,0.8283991228070176,,,,0.9760599415204678,0.9800804093567251,0.9532163742690059,,,,
108606_1253014,0.7558353510895883,,,,,0.9595157384987894,,,,0.862179176755448,,,,0.9565133171912833,0.96,0.9636803874092009,,0.9618401937046005,,
108838_234232,0.87471952131638,,0.9856955871353777,,,,,0.7412116679132386,,0.9244577412116679,,,,0.9861630516080778,,0.987939416604338,,,,
108892_1214657,0.8245107804077807,,0.9404441059292242,,,,,0.9201576048746192,,0.9933061870166393,,,,0.9734298101710804,,0.9806802202952895,,,,
108965_526045,0.9492546023661733,,0.9843985660474599,,,0.9697672479782936,,,,0.9930765557854528,,,,0.9913257997771765,0.9921329665082649,0.9881539755803642,,,,
109078_1728406,0.9401938919484776,,0.9895316553638888,,,0.9246734331618952,,,,0.8924491374994311,,,,0.9719175276500842,0.9195302899276319,,0.9363706704292021,0.9151608939056028,0.9238086568658687,0.9471576168585863
109095_199654,0.9570590409313499,0.9886815115956759,,0.9872724752841172,,,,0.9417213341956944,,0.975838492100157,,,,0.998198281437679,0.9625334934860944,,,,0.9865564076503742,0.985563152545505
109118_461787,0.8326492230995418,0.9983058942937744,,0.9800065674582444,,0.9170858396644626,,,0.9687597952147111,0.9026299685060525,,,,0.992716091765303,0.9824842903413585,,,,0.9850291804110631,0.9813797632729824
109118_507448,0.748555985374384,0.9942663345874623,,,,0.8916008690583435,,,,0.8675321922526629,,,,0.9854803667002279,,0.9888506173493721,,,,
109151_488835,0.9409801876955162,,0.9876955161626695,0.975530066041015,,,,0.8631908237747654,,0.9498088286409454,,,,,0.9828988529718456,0.9959680222453945,,,0.9506430309350017,0.9291623218630518
109277_515755,0.7844329896907216,,0.9542268041237113,,,0.8283505154639176,,,,0.8756701030927835,,,,0.9778350515463917,,0.9876288659793815,,,0.9451546391752578,0.9947422680412371
10929_1215153,0.8790646693459993,,,,,,,0.8407014979905005,,0.8623188405797102,,,,0.9373097064912922,0.9015649738156132,,0.9427901595420777,0.9580745341614907,0.9790829375228353,0.9828279137742053
109403_252116,0.9625741890959282,0.9968115942028986,,,,0.9926501035196688,,,,0.9789510006901311,,,,0.9983229813664596,0.9959351276742581,0.9986197377501725,,,,
109412_520073,0.9487361855782909,0.9873892110734216,,0.9931201444359339,0.9929423350475982,,,0.9037777656198709,,0.9689380676222782,,,,0.996977240398293,0.9730550388445125,0.967666046613415,,,,
109580_498641,0.7334388584388585,0.9833286083286084,0.9785327285327285,,,0.9693110943110943,,0.8524853524853525,,0.9697284697284697,,,,0.9767687267687267,,0.9661453411453411,,,,
10966_460308,0.9389729225023342,,0.9962838468720822,,,0.7825210084033614,,,,0.9497478991596638,,,,0.9957236227824463,0.9980765639589169,,,,,
109700_538946,0.8632675438596491,,0.9947587719298245,,,0.8754166666666666,,,,0.9841666666666666,,,,0.9767324561403509,0.9933114035087719,,,,,
109766_217928,0.8918567833076236,,0.9617601688722903,,,0.8812210765608508,,,,0.8135909718275555,,,,0.9967524559551839,0.97580579686612,,,,0.9823820735568726,0.9796216611187789
109986_1682472,0.8485242564740473,0.9944400467413019,,,,0.9361641976704739,,,,0.868389309811904,,,,0.9927060952165555,0.976422028723284,0.9900486260318896,0.9953070225036752,0.984714840363376,,
110105_1260154,0.7057426011403747,0.9832337768123812,,,0.989580505023079,,,0.8009435243008417,,0.7622183002986695,,,,0.9886641325006787,0.9156597882161281,,,0.9240768395329894,,0.9457982622861797
110231_1210325,0.9613148479427549,0.9906454979129398,,0.972644603458557,,,,0.9550536672629696,,0.9798375074537865,,,,,,,,,0.9775268336314848,0.9846079308288611
11029_458374,0.9078448684267195,,0.9786920194668159,,,0.9784013092725785,,0.9577824195701796,,0.9920323872690469,,,,0.9906219044747836,0.9891898875920583,,,,,
110415_469030,0.8606990719610528,,0.9862886048988285,,,,,,,0.948121101475734,,,,0.8986573862771946,0.9853567625133121,0.922181652213601,0.9696295451087783,0.9845200060855013,,
110488_474745,0.960726407193547,,0.9847783605882958,0.9695567211765916,0.9848812095032398,,,0.853249291077122,,0.8334729140036145,,,,0.9833825538854851,0.9320462526263205,0.9540118423179207,0.9409500301200394,0.9383053437357665,0.9767708379248028,0.9753456458177223
110562_471731,0.6743211995171682,,0.9876165268102558,,,0.7936330187170053,,0.9711682494437254,,,,,,0.9660127106935618,,,,,,
110693_455462,0.9496158392434988,,0.9951241134751773,,,0.956781914893617,,,,0.9826388888888888,,,,0.996306146572104,0.9688238770685579,0.978871158392435,0.992686170212766,0.98899231678487,0.9900265957446809,0.9884013002364066
11077_427399,0.9602036714457993,0.9853350603719089,0.9799455089552905,,,0.9723822710557267,,,,,,,0.9717569639852904,0.9528339809727991,0.9501689817916537,0.9112063959980348,0.9811812348325815,0.9841886640761088,0.9877916238629089,0.9845459824020725
