name,Background,Hat,Hair,Glove,Sunglasses,UpperClothes,Dress,Coat,Socks,Pants,Jumpsuits,Scarf,Skirt,Face,Left-arm,Right-arm,Left-leg,Right-leg,Left-shoe,Right-shoe
100034_483681,0.9098829600269229,0.0878105141536684,,,,0.8199450738070717,0.005114566284779051,,0.6964285714285714,,,,,0.641211323238973,0.7467432104217266,,0.5527310924369748,0.010030090270812437,0.35634260932417783,0.0
10005_205677,0.9166077738515901,0.8273790705026873,,,,0.0018214936247723133,,0.0,,,,,,0.8631840796019901,0.7204658901830283,,,,,
100142_449784,0.8281106917115225,,0.6746698679471789,,,0.8933441791473277,,,,0.8978439016628212,,,,0.8275958578225581,0.5950920245398773,0.8995104354547797,0.6745283018867925,0.8135719612229679,0.8529411764705882,0.8640467339352098
10014_1211482,0.8837407617964753,0.734447539461467,,,,0.3891992551210428,,0.9361096740817383,,0.7826335877862596,,,,0.7943037974683544,0.6801007556675063,,,,,0.6679611650485436
10024_490664,0.9491599389046476,0.7569352708058125,,,,,,0.9567492524562153,,,,,,,,,0.0,0.0,0.164021164021164,0.1415282392026578
100396_1228208,0.888948487931194,,0.7357630979498861,,,0.22779544898458526,,,,0.6204136090727151,,,,0.8002486531288852,0.5717276025676807,0.5733992176240478,0.003414911781445646,,,
100409_439507,0.9549629285703922,,0.8230535894843276,,,0.9285155813693734,,,,0.9330288461538462,,,,0.7480222677995898,0.8878524485902056,0.8008048289738431,,,,
100428_475255,0.9469543717689368,,0.7603728991596639,,,0.9776784043707668,,,,,,,,0.8827027027027027,0.8298196596393193,0.8561872909698997,,,,
100434_223573,0.7335125275991168,0.6467391304347826,0.0,0.0,,,,0.0,,0.2869047619047619,,,,0.5758426966292135,,,,,0.0,
100439_194787,0.6880826404635928,,0.03828032979976443,,,0.0,,,,,,,0.0,0.8806818181818182,0.0,0.05905511811023622,0.0,0.0,,
100564_202221,0.9240784486073724,,0.7498690505290359,,,0.05252128356254093,,,,,,,,0.9016409697089881,0.7302307983352251,0.8982851254875984,,,,
100678_1260457,0.9589693090431642,0.020066889632107024,0.3726315789473684,,,0.9119824513298601,,,,0.9053380782918149,,,,0.674502712477396,0.8197674418604651,0.8810810810810811,0.8482051282051282,0.7909215955983494,,
100798_2205315,0.9066486637489524,,0.8110020341381445,,,0.7411925806050044,,,,,,,,0.6849960722702279,0.6591071854857962,0.5561855670103093,0.0,0.0,,
100909_1208726,0.9362094571935036,0.749324121357765,,0.04938271604938271,0.0,0.9531952315810045,,,,0.8727595385980479,,,,0.08823529411764706,0.0,0.01896551724137931,,,0.39199209095402865,
100958_427612,0.9520726768968457,,0.7150982419855222,,,0.8709315375982043,,,,0.7379899344212292,,,,0.0,0.11485943775100402,0.6048808832074375,,,0.08947804473902236,0.03460972017673049
100985_570554,0.9216171617161716,,,,,,,,,,,,,,,,,,,
101070_472538,0.7765390208434318,0.41541755888650966,,0.0,,0.8007028847561869,,,,0.5978049212249956,,,,0.6752743705616526,0.07749627421758569,0.2911737943585077,0.630527817403709,0.15766262403528114,0.5630787037037037,0.19454329774614473
101211_480925,0.9014503234100679,,0.779228855721393,,,0.9402381908202864,,,,,,,,0.7771753504363925,0.0006225542511561721,0.0,,,,
10123_2152925,0.9596924753875946,,0.8195620437956205,,,0.9469917837264776,,,,,,,0.0,0.7229065959769219,0.8995433789954338,0.7583628492719402,0.908530042918455,0.8746892093485827,,
101354_2152170,0.9689878027990019,,0.6710225416530545,,,0.9366439666386105,,,,0.9363094372546168,,,,0.8073234524847428,0.8334728033472804,0.9053221288515406,0.15714285714285714,,0.7261712439418416,0.8290946083418108
101369_553747,0.8329831612922871,,0.6535796766743649,,,0.9435378954019997,,,,,,,,0.6920609462710505,0.7844588344125809,0.8893732970027248,0.0,0.0,,
10142_469874,0.9299719887955182,0.7948717948717948,,0.6353591160220995,,,,0.9280778090606604,,0.9324366110080395,,,,0.7806267806267806,,,,,0.4744744744744745,0.0
101552_484020,0.7577762228865849,,0.5080494196929989,,,,,0.7537671232876713,,,,,,,,0.0,,,,
101575_1253774,0.7890975166565718,,0.09803921568627451,,,,,0.5824330671676844,,,,,,0.7026378896882494,,,,0.0,,
10176_451458,0.702004785083739,,0.8458149779735683,,,,,0.0,,0.003970504821327283,,,,0.7870503597122303,0.0183366077275704,,,,,
101820_436403,0.975431672422299,,0.9035330261136713,,,0.9344184576485461,,,,,,,0.0,0.7027649769585254,0.001445086705202312,0.5905172413793104,0.5419689119170984,0.0009847365829640572,0.0,0.11753183153770813
101842_523209,0.9173098125689085,,0.8614718614718615,,,0.9063609945108169,,,0.43031784841075793,0.8702702702702703,,,,0.7837398373983739,,0.8421052631578947,0.8145161290322581,0.8592848904267589,0.5544554455445545,0.6130952380952381
101877_480032,0.7527203680712773,,0.8755387931034483,,,0.8957490876812308,,,,,,,,0.6746666666666666,0.8638802598136119,0.7317207256734469,,,,
101960_1739095,0.9270743026161457,0.6613272311212814,0.4987405541561713,,,0.36059479553903345,,,,,,,,0.0,0.42645607107601186,0.8185610010427529,0.3893129770992366,0.0,0.02349869451697128,0.0
